Name,ShortName,StartDate,City,Country,ExternalUrl
The 3rd International Conference on Intelligent Manufacturing and Robotics  ,ICiMR2025,2025-11-11T08:00:00Z,Sunway City,Malaysia,https://sunwayuniversity.edu.my/conference/iCiMR-2025
"International Conference on WASTE Management-2025 (Waste Assessment, Sustainability & Technological Empowerment for Solid and Liquid Waste Management)",ICWM2025,2025-11-11T08:00:00Z,Jaipur,India,https://icwm.co.in
The First International Conference on Recent Challenges in Civil Engineering and Environmental Sustainability “ICRCCEES’25”,icrccee2025,2025-10-12T08:00:00Z,djelfa,algeria,https://conference.univ-djelfa.dz/icrccee25
Latin American Congress on Automation and Robotics 2025,LACAR2025,2025-11-10T06:00:00Z,Cusco,Peru ,https://lacar2025.pucp.edu.pe/
KUWAIT INTERNATIONAL CONFERENCE ON LIFE SCIENCES,KICLS2025,2025-11-10T21:00:00Z,Sabah Al Salem University City,Kuwait,https://kicls.ku.edu.kw/
The 9th International Conference on Future Networks & Distributed Systems,ICFNDS2025,2025-11-10T19:00:00Z,Dubai,UAE,https://icfnds25.estin.dz/
"International conference on Innovation, Management and Sustainability Development (ICIMSD-2025)",ICIMSD2025,2025-11-10T18:30:00Z,Biel/Bienne,Switzerland,https://icimsd.ch/
RUHUNA INTERNATIONAL UNDERGRADUATE SCIENCE SYMPOSIUM 2025,RIUSS2025,2025-11-11T18:30:00Z,Matara,Sri Lanka,https://www.sci.ruh.ac.lk/conference/RIUSS2025
International Conference on  “Allied and Health Care Sciences” (MBUAHSCON-2025),MBUAHSCON2025,2025-10-23T18:30:00Z,Tirupati,India,https://mbuahscon2025.mbu.asia/#hero
MACE Research Symposium,MaRS2025,2025-11-10T16:00:00Z,Kuala Lumpur,Malaysia,https://www.maceifac.org/tech-sessions/mars-2025-symposium
16th International Conference on Biological and Biomedical Ontology,ICBO2025,2025-11-09T05:00:00Z,virtual,,https://icbo-conference.github.io/icbo2025/
15th IEEE Circuits and Systems Workshop,CASSW2025,2025-11-10T03:00:00Z,"Pelotas, RS",Brazil,https://wp.ufpel.edu.br/cassw2025/cmt-acknowledgment/
"International Workshop on Reconfigurable Transition Systems: Semantics, Logics and Applications",ReacTS2025,2025-11-11T00:00:00Z,Toledo,Spain,https://reacts-workshop.github.io/2025/
BIOMEDICAL ENGINEERING INTERNATIONAL CONFERENCE (BIOMEIC2025),BIOMEIC2025,2025-11-08T23:00:00Z,Tlemcen,Algeria,https://gbm.univ-tlemcen.dz/conferences/BIOMEIC2025/BIOMEIC2025.html
The First International Scientific Conference on Artificial Intelligence in Sports Media and Ethics,AISE2025,2025-11-09T23:00:00Z,M'Sila,Algeria,https://media.univ-msila.dz/AISE2025/
Entrepreneurship for Sustainability and Impact: Frontier Technologies for Resilient Economies,ESI2025,2025-11-07T21:00:00Z, DOHA, Qatar,https://www.qu.edu.qa/en-us/conference/esi2025/
"International Conference on Advances in Materials, Manufacturing & Industrial Management",AMMM2025,2025-11-08T18:30:00Z,"Kurukshetra, Haryana",India,https://ammm25.in/
Chitkara University Doctoral Consortium (CUDC-2025),CUDC2025,2025-11-09T18:30:00Z,Rajpura,"Rajpura, Punjab",https://chitkara.edu.in/cudc/
6th Artificial Intelligence Doctoral symposium,AID2025,2025-11-09T08:00:00Z,Algiers,Algeria,https://visiondz.com/aid25/
"International Conference on Environment, Management, Treatment and Sustainable Development ",EGTDD2025,2025-11-07T23:00:00Z,Algiers,Algeria,https://egtdd2025.com/
India HCI 2025 - The 16th International Conference of Human-Computer Interaction (HCI) Design & Research,IndiaHCI2025,2025-11-07T08:00:00Z,Delhi,India,https://www.2025.indiahci.org
History of Education Society 2025 Annual Meeting,HES2025,2025-11-06T08:00:00Z,Providence,United States,https://www.historyofeducation.org/annual-meeting/2025-annual-meeting-call-for-proposals/
2025 2nd International Conference on Green Technology and Energy Engineering,GTEE2025,2025-11-07T08:00:00Z,Kuala Lumpur,Malaysia,https://www.ic-gtee.org/
2025 8th International Conference on Machine Learning and Natural Language Processing (MLNLP 2025),MLNLP2025,2025-11-07T08:00:00Z,Hangzhou,China,https://www.mlnlp2025.net/
2025 International Conference on Naval Architecture and Ocean & Marine Engineering,NAOME2025,2025-11-07T08:00:00Z,Shanghai,China,http://www.icnaome.org
2025 9th IEEE International Conference on Network Intelligence and Digital Content,IEEEICNIDC2025,2025-11-07T08:00:00Z,Beijing,China,https://nidc2025.bupt.edu.cn/
The 12th Conference on Sound and  Music  Technology,CSMT2025,2025-11-07T08:00:00Z,Hohhot,China,https://www.csmcw-csmt.org.cn
The  Fifteenth Chinese Conference on Business Process Management,CBPM2025,2025-11-07T08:00:00Z,Xiangtan,China,http://www.cbpm.org.cn/
The 20th International Conference on Bio-inspired Computing: Theories and Applications,BICTA2025,2025-11-07T08:00:00Z,Wuhan,China,https://2025.bicta.org/
"31st IEEE/ACIS International Summer Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing-Special Session",SNPDSpecialSession2025,2025-11-08T08:00:00Z,Xi’an,China,https://gaolipeng.github.io/SNPD2025-SpecialSession1.github.io/
History of Education Annual Meeting 2024,HES2024,2025-11-05T05:00:00Z,Chicago,USA,https://www.historyofeducation.org/annual-meeting/
"2025 IEEE 3rd International Symposium on Sustainable Energy, Signal Processing, and Cybersecurity ",iSSSC2025,2025-11-06T18:30:00Z,"Gunupur, Odisha",India,http://ieee-isssc.in
2nd International Conference on Advent Trends In Computational Intelligence and Communication Technologies,ICATCICT2025,2025-11-07T18:30:00Z,Nashik,India,https://www.icatcict.org/
"2025 5th International Conference on Mechanical, Aerospace and Automotive Engineering",CMAAE2025,2025-11-06T16:00:00Z,Nanjing,China,http://www.cmaae.org
2025 International Conference on Intelligent Education and Intelligent Research,IEIR2025,2025-11-06T16:00:00Z,Wuhan,China,https://www.ieir2025.org/
20th CCF Conference on Computer Supported Cooperative Work and Social Computing (ChineseCSCW 2025),ChineseCSCW2025,2025-11-06T16:00:00Z,Guangzhou,China,https://conf.scholat.com/ccscw/2025
"Special Session in 31st IEEE/ACIS International Summer Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPDSummerIIISpecialSession2025,2025-11-07T16:00:00Z,Xian,Shanxi,
The 26th International Symposium on Advanced Intelligent Systems,ISIS2025,2025-11-05T15:00:00Z,Cheongju,Republic of Korea,https://isis-kiis.org/
"Peace, Resistance, Reconciliation",IPRA2025,2025-11-05T08:00:00Z,New Plymouth,New Zealand,https://www.iprapeace.org/ipra2025
Sixth International Conference on Research in Management & Technovation,ICRMAT2025,2025-11-07T08:00:00Z,Hanoi,Vietnam,http://www.icrmat.com
IEEE International Conference on Emerging Engineering Technologies and Applications,ICEETA2025,2025-11-06T08:00:00Z,Indore,India,https://conference.medicaps.ac.in
 International Conference on Emerging Trends in Computational Intelligence,ICETCI2025,2025-11-07T08:00:00Z,"Delhi NCR, Ghaziabad",India,https://www.kiet.edu/icetci2025/index.html
"""International Conference on Intelligent Networks & Multidisciplinary Engineering Science Solutions""",INMESS2025,2025-11-07T08:00:00Z,MEERUT,INDIA,https://iimtu.edu.in/inmess-2025
IV. International Istanbul Economics Research Conference (IIERC),IIERC2025,2025-11-06T08:00:00Z,İstanbul,Türkiye,https://iierc.istanbul.edu.tr/en/_
"Research Congress of the Postgraduate Institute of Science, University of Peradeniya 2025",RESCON2025,2025-11-07T08:00:00Z,Peradeniya,Sri Lanka,https://www.pgis.lk/rescon2025/
Recent advancements of Civil Engineering RACE,RACE2025,2025-11-07T08:00:00Z,Bhopal,India,https://oriental.ac.in/oist-bhopal/race-2k25
Primary English Education in Portugal Meeting 2025,PEEP2025,2025-11-08T08:00:00Z,Porto,Portugal,https://peep25meeting.ese.ipp.pt
2nd International Conference on Sustainable Computing and Intelligent Systems,SCIS2025,2025-11-07T08:00:00Z,Canberra,Australia,https://scrs.in/conference/scis2025
4th International Conference on Machine Learning and Data Engineering (ICMLDE-2025),ICMLDE2025,2025-11-06T08:00:00Z,Dehradun,India,https://www.icmlde.org/
GREEN INNOVATION:THE TECH DRIVEN FUTURE FOR SUSTAINABLE BUSINESS,GITDFSB2025,2025-11-07T08:00:00Z,BERHAMPUR,INDIA,https://gitdfsb.com
26th Colloquium of the Mexican Association of Museums and Science and Technology Centers,AMMCCyT2025,2025-11-05T08:00:00Z,Zacatecas,México,https://cozcyt.gob.mx/coloquioammccyt/
Southwest Education Council for Journalism and Mass Communication 2025 Symposium,SWECJMC2025,2025-11-07T06:00:00Z,"Albuquerque, NM",USA,https://swecjmc.wp.txstate.edu/call-for-papers-2/
Northeast Business and Economics Association Conference 2025,NBEA2025,2025-11-06T05:00:00Z,Galloway,USA,http://www.nbea.us
The 7th International Conference on  Artificial Intelligence and Smart Environments ,ICAISE2025,2025-11-05T23:00:00Z,Hammamet,Tunisia,https://icaise25.sciencesconf.org/
International Conference on Data Management and Information Retrieval,ICDMIR2025,2025-11-06T21:00:00Z, Polkowice,Poland,https://ujw.pl/icdmir/
International Conference on Advances in Computational Intelligence and Applications ,ICACIA2025,2025-11-06T18:30:00Z,New Delhi,India,https://iitmjanakpuri.com/ICACIA2025/
International conference on Future Technologies 2025,ICFT2025,2025-11-06T18:30:00Z,Sangli,India ,https://icft2025.wce.ac.in/
2025 IEEE International Conference on Intelligent Signal Processing and Effective Communication Technologies ,INSPECT2025,2025-11-06T18:30:00Z,Gwalior,India,https://www.inspect.iiitm.ac.in/
First International Conference on Smart Systems and Social Management,ICSSSM2025,2025-11-05T18:30:00Z,Guwahati,India,https://icsssm.com/
2025 International Conference on Robotics and Mechatronics (ICRM),ICRM2025,2025-04-14T18:30:00Z,KOLLAM,INDIA,https://www.amrita.edu/events/icrm/
International Conference On Advances in Emerging Computational Intelligence,ICAECI2025,2025-11-06T18:30:00Z,Mohali,India,https://www.cgc.ac.in/conference/icaeci/index.html
International Conference on Innovations And Emerging Technologies In AI & Communication Systems,IETACS2025,2025-11-05T18:30:00Z,Mohali,India,https://ietacs.cgc.ac.in/
2025 IEEE SILCHAR SUBSECTION CONFERENCE,IEEESILCON2025,2025-11-05T18:30:00Z,CHUMUKEDIMA,INDIA,http://ieeesilcon.org.in/
2nd International Conference on Electronic and Photonic Integrated Circuits,EPIC2025,2025-11-05T18:30:00Z,Amaravati,India,https://srmap.edu.in/epic-2025/
the 7th International Conference on Experimental and Computational Mechanics in Engineering,ICECME2025,2025-11-05T17:00:00Z,Sabang,INDONESIA,https://energy.icecme.com/
2025 IEMEK Conference,IEMEKConference2024,2025-11-04T15:00:00Z,Jeju,Korea,https://iemek.org/Conference/ConferenceView.asp?top_param=4&sub_param=1&AC=0&CODE=CC20250901&B_CATE=BBC1
The 13th ASEAN Workshop on Information Science and Technology,AWIST2025,2025-11-05T15:00:00Z,Nomi,Japan,https://sites.google.com/view/awist2025/
2025 10th International Conference on Energy Efficiency and Agricultural Engineering,EEAE2025,2025-11-05T08:00:00Z,Starozagorski Bani,Bulgaria,https://eeae-conf.uni-ruse.bg
Blockchain Confluence - 1st International Conference on Distributed Ledger Technology & Web3 Innovation,BCC2025,2025-11-06T08:00:00Z,Lisbon,Portugal,http://www.blockchainconfluence.pt
16th 4T Design and Design History Symposium - On the Move: Objects/Images/Spaces,4T2025,2025-11-06T08:00:00Z,Izmir,Türkiye,https://4t.org.tr/4t2025.html
38th Conference of Open Innovations Association FRUCT,38FRUCT2025,2025-11-05T08:00:00Z,Helsinki,Finland,http://www.fruct.org/conference38
"VI International Conference on the Role of Innovation, Entrepreneurship and Management for Sustainable Development (Hybrid Mode) ",ICRIEMSD2025,2025-11-06T08:00:00Z,Raigarh,India,https://icriemsd.opju.ac.in
24th Mexican International Conference on Artificial Intelligence,MICAI2025,2025-11-03T08:00:00Z,Guanajuato,Mexico,http://www.micai.org/2025/
4th International Conference on Science Innovation and Education 2025,ICSIE2025,2025-11-06T08:00:00Z,Gostivara,North Macedonia,https://sisli.edu.tr/icsie/
2nd Asia Meeting on Environment and Electrical Engineering,2EEEAM2025,2025-11-05T08:00:00Z,Hanoi ,Vietnam,https://eeeam.net/
Ibero-American Conference on Software Engineering and Knowledge Engineering,JIISIC2025,2025-11-06T08:00:00Z,MERIDA,MEXICO,https://jiisic.uady.mx/2025/
XV BUSINESS AND SCIENCE CONFERENCE SPIN ’25,XVSPIN2025,2025-11-06T08:00:00Z,Belgrade,Serbia,https://spin.fon.bg.ac.rs
XX Latin American Conference on Learning Technologies,LACLO2025,2025-11-04T08:00:00Z,Medellín,Colombia,https://marca.tdea.edu.co/laclo/en/index.php
"Paradigm Shifts in Communication, Embedded Systems, Machine Learning and Signal Processing",PCEMS2025,2025-11-06T08:00:00Z,NAGPUR,INDIA,https://vnit.ac.in/pcems2025/
ExplAI-2025: Advanced AI in Explainability and Ethics for the Sustainable Development Goals,EXPLAI2025,2025-11-07T08:00:00Z,Khmelnytskyi,Ukraine,https://kn.khmnu.edu.ua/ExplAI-2025/
"23rd South American Conference on Industrial, Production and Mechanical Engineering",S2025,2025-11-06T08:00:00Z,TUCUMÁN,ARGENTINAS,https://oscardanielquiroga.wixsite.com/seprosul-2025
VIII Seminars on Microelectronics in Paraná,SeMicroPR2025,2025-11-05T08:00:00Z,Curitiba,Brazil,https://jpm.ufpr.br/chamada-de-trabalhos/
16TH INTERNATIONAL MICRO AIR VEHICLE CONFERENCE AND COMPETITION,IMAV2025,2025-11-03T06:00:00Z,Puebla,Mexico,https://femexrobotica.org/imav2025/
Meeting for the Dissemination and Research in the Study of Complex Systems and their Applications 2025,EDIESCA2025,2025-11-03T06:00:00Z,"Morelia, Michoacan",Mexico,https://sistemasdinamicos.amesdyc.org/p%C3%A1gina-principal/eventos_amesdyc/ediesca_2025
XXVII Congreso Argentino de Mecánica de Suelos e Ingeniería Geotécnica,XXVIICAMSIG2025,2025-11-05T03:00:00Z,Resistencia,Argentina,https://camsig.saig.org.ar/
"23rd South American Conference on Industrial, Production and Mechanical Engineering",SEPROSUL2025,2025-11-06T03:00:00Z,San Miguel de Tucumán,Argentina,https://oscardanielquiroga.wixsite.com/seprosul-2025
17th International Symposium on Computer Music Multidisciplinary Research,CMMR2025,2025-11-03T00:00:00Z,London,United Kingdom,https://cmmr2025.prism.cnrs.fr/
4th International Congress on Innovation and Technology in Language Teaching (iTel2025),iTel2025,2025-11-05T23:00:00Z,Lisbon,Portugal,https://sites.uab.pt/itel2025-en/
THE 8TH VOICE OF SOCIAL SCIENCES (VSS2024) INTERNATIONAL CONFERENCE,VSS2024,2025-11-05T21:00:00Z,Dar es Salaam,Tanzania,https://vssconference.udsm.ac.tz/
4th International Congress of New Generations and New Trends in Tourism,INGANT2025,2025-11-04T21:00:00Z,Sakarya,Turkey,https://ingant.subu.edu.tr/en
INTERNATIONAL CONFERENCE OF INNOVATIVE COMPUTER ENGINEERING,ICICE2025,2025-11-05T21:00:00Z,ANKARA,TURKİYE,https://iceconf.gazi.edu.tr/
2nd NAIROBI HEALTH SCIENTIFIC CONFERENCE 2025,NHSC2025,2025-11-04T21:00:00Z,Nairobi,Kenya,https://nairobihealthconference.co.ke
4th International Conference on Modern and Advanced Research ICMAR 2025,ICMAR2025,2025-11-05T21:00:00Z,Konya,Turkey,https://as-proceeding.com/index.php/icmar/home
5th IEEE International Conference on Technological Advancements in Computational Sciences (ICTACS-2026),ICTACS2025,2025-11-05T19:00:00Z,Amity University in Tashkent,Uzbekistan,https://amity.edu/ICTACS2026/
" IEEE 4th International Conference on Technology, Engineering, Management for Societal impact using Marketing, Entrepreneurship and Talent (TEMSMET) ,2025",TEMSMET2025,2025-11-05T18:30:00Z,New Delhi,India,https://temsmet2025.org
2nd International Conference of Applied Sports,ICASconf2025,2025-11-05T18:30:00Z,Belihuloya,Sri Lanka,https://www.icas.sab.ac.lk/
Future Technologies Conference 25,FTC2025,2025-11-05T18:30:00Z,Munich,Germany,https://saiconference.com/FTC/CallforPapers
"5th International Conference on Communication, Devices and Computing (ICCDC 2025)",ICCDC2025,2025-11-05T18:30:00Z,"Haldia, West Bengal",India,https://iccdc2025.ecehithaldia.in/
"Indian National Conference on Coastal, Harbour and Ocean Engineering 2025",INCHOE2025,2025-11-05T18:30:00Z,Pune,India,https://cwprs.gov.in/inchoe2025
"International Conference on   Progressive Computational Intelligence, Information Technology and Networking  Com-IT-Con 2025",ComITCon2025,2025-11-05T18:30:00Z,Faridabad,India,https://com-it-con25.vercel.app/index.html
Wayamba University Research Congress 2025,WURC2025,2025-11-06T18:30:00Z,Kuliyapitiya,Sri Lanka,https://www.wyb.ac.lk/wurc/
International Conference On Advanced Systems and Emerging Technologies,ICOASET2025,2025-11-05T18:30:00Z,Mohali,India,https://icaset.rayatbahrauniversity.edu.in/index.html
ARTIFICIAL INTELLIGENCE AND SOCIO-ECONOMIC APPLICATIONS 2025,AISEA2025,2025-11-05T08:00:00Z,Biskra,Algeria,https://univ-biskra.dz/sites/aisea/index.php
